"BLOCK","ROW","COLUMN","UID","Mx.Number","Genotype","EmergenceDoY78","EmergenceDoY85","EmergenceDoY92","EmergenceDoY99","EmergenceDoY106","EmergenceDoY113","EmergenceDoY120","EmergenceDoY127","EmergenceDoY134","EmergenceDoY141","EmergenceDoY148","EmergenceDoY155","EmergenceDoY162","EmergenceDoY169","EmergenceDoY176","EmergenceDoY183","EmergenceDoY190","EmergenceDoY197","EmergenceDoY204","EmergenceDoY211","EmergenceDoY218","EmergenceDoY225","EmergenceDoY232","EmergenceDoY239","EmergenceDoY246","EmergenceDoY253","EmergenceDoY260","EmergenceDoY267","EmergenceDoY274","EmergenceDoY281","EmergenceDoY288","EmergenceDoY295","DoYFirst3Emergence","CanopyHeightDoY78","CanopyHeightDoY85","CanopyHeightDoY92","CanopyHeightDoY99","CanopyHeightDoY106","CanopyHeightDoY113","CanopyHeightDoY120","CanopyHeightDoY127","CanopyHeightDoY134","CanopyHeightDoY141","CanopyHeightDoY148","CanopyHeightDoY155","CanopyHeightDoY162","CanopyHeightDoY169","CanopyHeightDoY176","CanopyHeightDoY183","CanopyHeightDoY190","CanopyHeightDoY197","CanopyHeightDoY204","CanopyHeightDoY211","CanopyHeightDoY218","CanopyHeightDoY225","CanopyHeightDoY232","CanopyHeightDoY239","CanopyHeightDoY246","CanopyHeightDoY253","CanopyHeightDoY260","CanopyHeightDoY267","CanopyHeightDoY274","CanopyHeightDoY281","CanopyHeightDoY288","CanopyHeightDoY295","maxCanopyHeight","DoYmaxCanopyHeight","FloweringStageDoY78","FloweringStageDoY85","FloweringStageDoY92","FloweringStageDoY99","FloweringStageDoY106","FloweringStageDoY113","FloweringStageDoY120","FloweringStageDoY127","FloweringStageDoY134","FloweringStageDoY141","FloweringStageDoY148","FloweringStageDoY155","FloweringStageDoY162","FloweringStageDoY169","FloweringStageDoY176","FloweringStageDoY183","FloweringStageDoY190","FloweringStageDoY197","FloweringStageDoY204","FloweringStageDoY211","FloweringStageDoY218","FloweringStageDoY225","FloweringStageDoY232","FloweringStageDoY239","FloweringStageDoY246","FloweringStageDoY253","FloweringStageDoY260","FloweringStageDoY267","FloweringStageDoY274","FloweringStageDoY281","FloweringStageDoY288","FloweringStageDoY295","FloweringStageDoYFirstA","FloweringStageDoYFirstF"
3,3,7,"28058"," - Mx 1553#37","37",0,0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,45,50,65,75,90,100,110,110,120,120,125,135,140,135,135,135,135,130,130,130,130,140,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","f","f","f","f","f","f","f","",NA,218,239
1,6,7,"27857"," - Mx 1553#39","39",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,35,50,65,75,90,100,115,120,125,125,125,130,135,140,145,145,145,145,140,140,140,140,145,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","af","af","af","f","f","f","",NA,239,267
2,4,4,"27933"," - Mx 1553#39","39",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,60,75,90,105,125,135,140,145,150,145,145,155,155,155,155,155,155,155,155,155,155,155,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","af","af","f","f","f","f","",NA,239,260
3,9,7,"28064"," - Mx 1553#39","39",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,45,60,75,85,100,115,125,135,135,140,145,145,150,150,155,150,150,150,150,145,150,145,155,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","f","","","f","",NA,239,260
1,7,5,"27841"," - Mx 1553#40","40",0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,25,35,45,55,65,75,80,90,95,95,100,105,110,115,120,115,115,115,115,115,115,115,115,120,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","a","a","a","a","a","",NA,253,NA
2,2,8,"27966"," - Mx 1553#40","40",0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,20,30,45,55,65,80,85,100,105,110,115,120,120,120,125,130,130,130,130,130,130,130,130,130,130,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,8,9,"28081"," - Mx 1553#40","40",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,45,60,70,85,90,100,105,110,115,120,125,120,125,125,130,130,130,135,135,135,130,130,135,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","a","f","f","f","",NA,246,267
1,8,7,"27859"," - Mx 1553#41","41",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,55,65,80,90,110,120,125,125,125,125,125,135,135,140,140,135,140,135,135,135,135,140,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","f","af","f","f","f","f","f","",NA,225,239
2,7,10,"27987"," - Mx 1553#41","41",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,45,55,65,80,95,105,110,120,120,130,130,135,135,130,135,140,135,135,135,135,135,135,140,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","af","af","af","f","f","f","f","f","",NA,NA,253
3,3,12,"28103"," - Mx 1553#41","41",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,20,45,55,65,80,95,105,115,120,125,125,125,125,130,130,130,130,130,130,125,130,135,130,135,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
1,7,4,"27832"," - Mx 1553#42","42",0,0,0,0,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,40,45,55,60,60,65,70,75,75,80,85,85,80,80,80,80,80,70,75,75,85,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","af","f","f","f","f","f","f","",NA,218,246
2,7,12,"28003"," - Mx 1553#42","42",0,0,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,45,50,60,70,80,85,95,100,100,100,105,110,110,110,105,110,110,110,105,105,105,110,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","af","f","f","f","f","f","f","",NA,218,246
3,9,9,"28082"," - Mx 1553#42","42",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,40,50,60,65,80,80,95,95,95,100,105,110,110,110,110,115,115,110,110,105,105,115,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","af","f","f","f","f","","","",NA,218,246
1,2,5,"27836"," - Mx 1553#43","43",0,0,0,0,0,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,45,55,70,80,100,105,120,120,125,125,125,130,140,145,145,130,135,135,135,130,130,145,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","af","af","af","f","f","f","f","f",NA,218,260
2,5,2,"27916"," - Mx 1553#43","43",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,45,60,75,90,110,125,135,145,145,145,155,155,155,160,165,160,160,155,150,155,155,150,165,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","af","af","af","f","f","f","f","f","f","",NA,NA,246
3,4,6,"28052"," - Mx 1553#43","43",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,50,60,80,95,110,120,130,130,140,140,145,150,155,155,155,150,150,155,150,150,150,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","af","af","af","af","f","f","f","f","",NA,225,260
1,7,12,"27900"," - Mx 1553#44","44",0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,35,45,55,60,70,75,80,80,80,85,85,85,90,90,90,90,90,90,90,90,90,90,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,4,5,"27942"," - Mx 1553#44","44",0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,40,50,60,65,80,80,85,85,85,90,90,95,100,100,100,105,100,100,100,100,100,105,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,5,11,"28096"," - Mx 1553#44","44",0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,45,50,55,65,65,75,70,70,70,75,80,80,80,80,80,85,85,85,85,85,85,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,1,5,"27835"," - Mx 1553#45","45",0,0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,45,55,60,75,85,95,95,95,95,95,100,100,100,100,95,95,95,95,95,95,100,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","f","a","af","af","f","f","f","f","f","f","f",NA,225,218
2,9,8,"27972"," - Mx 1553#45","45",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,50,70,75,85,95,110,110,115,115,120,125,125,125,125,125,125,120,120,120,120,125,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","af","af","af","f","f","f","f","f","f","",NA,NA,246
3,4,2,"28017"," - Mx 1553#45","45",0,0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,30,35,40,40,45,55,55,60,65,70,75,75,75,75,75,75,75,75,75,75,75,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
1,9,5,"27843"," - Mx 1553#46","46",0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,20,25,25,30,45,60,70,85,95,105,110,125,130,130,135,135,135,130,135,135,130,130,130,135,135,135,135,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","af","f","f","f","f","f","",NA,239,253
2,2,6,"27949"," - Mx 1553#46","46",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,25,45,50,65,85,95,105,115,130,135,135,135,140,140,140,145,145,145,145,140,145,145,145,145,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","f","f","f","f","",NA,239,260
3,1,8,"28065"," - Mx 1553#46","46",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,25,45,55,65,80,90,105,115,125,125,135,135,140,140,140,140,135,140,140,140,140,140,140,140,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
1,3,1,"27803"," - Mx 1553#47","47",0,0,0,0,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,45,55,65,75,85,95,105,110,115,110,115,115,125,130,135,135,135,135,135,135,135,130,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
2,5,1,"27907"," - Mx 1553#47","47",0,0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,40,55,70,85,100,110,120,130,135,135,145,145,150,150,150,145,145,145,140,140,140,140,150,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","af","af","af","f","f","f","f","f","",NA,NA,253
3,3,9,"28076"," - Mx 1553#47","47",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,50,65,75,85,95,100,110,110,115,115,120,130,130,135,130,130,130,130,130,130,130,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
1,1,10,"27878"," - Mx 1553#48","48",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,50,60,70,80,95,100,110,110,115,115,120,120,125,125,125,125,125,125,125,125,125,125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","af","f","f","f","",NA,239,267
2,8,12,"28004"," - Mx 1553#48","48",0,0,0,0,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,20,40,50,60,75,90,100,105,115,115,115,120,120,120,120,125,120,120,120,120,120,125,125,125,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","af","af","f","f","f","f","",NA,239,260
3,2,6,"28050"," - Mx 1553#48","48",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,55,70,80,95,100,105,110,115,120,120,125,125,130,130,130,130,130,130,130,130,130,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","af","f","f","f","f","",NA,246,260
1,9,8,"27869"," - Mx 1553#49","49",0,0,0,0,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,50,65,80,95,105,120,125,135,135,140,140,145,150,155,160,155,150,150,150,150,150,150,160,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
2,3,10,"27983"," - Mx 1553#49","49",0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,50,60,75,95,110,120,130,130,135,140,140,150,155,155,155,150,150,150,150,150,150,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
3,6,5,"28045"," - Mx 1553#49","49",0,0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,55,65,75,90,110,110,120,125,125,125,130,140,145,145,145,135,140,140,140,140,140,145,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","af","af","f","f","f","f","f","",NA,232,253
1,9,1,"27809"," - Mx 1553#50","50",0,0,0,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,40,50,60,70,80,95,95,100,100,105,105,110,110,110,110,105,105,105,105,105,105,105,110,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,4,6,"27951"," - Mx 1553#50","50",0,0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,50,60,75,85,95,105,105,105,110,110,110,120,120,120,115,120,120,120,120,120,120,120,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,5,12,"28105"," - Mx 1553#50","50",0,0,0,0,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,50,60,75,85,95,105,110,105,105,110,110,110,115,115,115,115,115,115,115,115,115,115,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,5,6,"27847"," - Mx 1553#51","51",0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,50,60,65,80,85,90,90,90,90,90,95,100,100,100,100,100,100,100,100,100,100,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","af","af","f","f","f","",NA,246,267
2,5,7,"27960"," - Mx 1553#51","51",0,0,0,0,0,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,45,55,60,70,75,80,85,85,85,90,100,100,100,100,100,100,100,100,100,100,100,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,1,7,"28056"," - Mx 1553#51","51",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,45,55,65,75,80,80,85,85,85,90,100,105,105,100,100,100,100,100,100,100,105,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","a","f","f","f","",NA,246,267
1,8,6,"27850"," - Mx 1553#53","53",0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,50,65,80,100,110,125,135,145,150,150,150,150,155,155,155,155,155,150,150,150,150,145,155,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","af","f","f","f","f","",NA,225,260
2,7,2,"27918"," - Mx 1553#53","53",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,35,50,60,75,90,100,110,120,125,125,130,135,135,140,140,135,135,135,130,130,130,130,140,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","a","f","f","f","f","f","",NA,225,253
3,6,10,"28088"," - Mx 1553#53","53",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,65,75,95,110,120,130,140,140,140,145,145,145,150,150,150,150,145,145,145,145,145,150,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","af","f","f","f","f","",NA,232,260
1,2,2,"27811"," - Mx 1553#55","55",0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,25,25,40,45,55,70,75,95,105,115,115,120,125,130,135,135,135,135,130,130,135,135,130,130,135,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","a","af","f","f","f","f","f","",NA,218,253
2,1,4,"27930"," - Mx 1553#55","55",0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,25,25,35,50,65,85,95,110,120,130,140,145,145,150,155,155,165,165,165,160,160,160,160,160,160,165,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
3,2,11,"28093"," - Mx 1553#55","55",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,45,65,75,95,105,125,135,140,140,145,145,150,155,160,160,160,160,160,155,155,155,155,160,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","a","a","a","af","af","f","f","f","f","f","f","",NA,211,246
1,9,10,"27886"," - Mx 1553#56","56",0,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,50,65,75,85,105,115,130,130,135,135,140,145,150,155,150,145,145,145,145,145,145,155,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","a","f","f","f","f","f","",NA,232,253
2,1,6,"27948"," - Mx 1553#56","56",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,20,40,50,60,75,85,95,105,120,125,135,135,140,150,155,155,150,150,150,150,150,150,145,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
3,1,9,"28074"," - Mx 1553#56","56",0,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,25,25,30,45,60,65,85,95,105,115,130,130,140,140,145,150,155,155,150,150,145,150,150,155,155,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
